x,y,dx,dy,dx_1,dy_1,dx_2,dy_2,dx_3,dy_3,dx_4,dy_4,dx_5,dy_5,dx_6,dy_6,dx_7,dy_7,dx_8,dy_8,dx_9,dy_9,dx_10,dy_10,dx_true,dy_true
899.0,363.0,-4.0,-6.0,-4.0,-5.0,-3.0,-4.0,-3.0,-5.0,-2.0,-5.0,-2.0,-3.0,-1.0,-3.0,0.0,-2.0,-1.0,-3.0,0.0,-3.0,0.0,-2.0,-38.92652759454235,-69.89081090838289
895.0,357.0,-4.0,-5.0,-4.0,-6.0,-4.0,-5.0,-3.0,-4.0,-3.0,-5.0,-2.0,-5.0,-2.0,-3.0,-1.0,-3.0,0.0,-2.0,-1.0,-3.0,0.0,-3.0,-38.694888935209825,-70.01932283514157
891.0,352.0,-3.0,-5.0,-4.0,-5.0,-4.0,-6.0,-4.0,-5.0,-3.0,-4.0,-3.0,-5.0,-2.0,-5.0,-2.0,-3.0,-1.0,-3.0,0.0,-2.0,-1.0,-3.0,-38.241170090152465,-70.26815004065517
888.0,347.0,-3.0,-7.0,-3.0,-5.0,-4.0,-5.0,-4.0,-6.0,-4.0,-5.0,-3.0,-4.0,-3.0,-5.0,-2.0,-5.0,-2.0,-3.0,-1.0,-3.0,0.0,-2.0,-38.13455694475727,-70.32606605396796
885.0,340.0,-4.0,-6.0,-3.0,-7.0,-3.0,-5.0,-4.0,-5.0,-4.0,-6.0,-4.0,-5.0,-3.0,-4.0,-3.0,-5.0,-2.0,-5.0,-2.0,-3.0,-1.0,-3.0,-38.45372105434811,-70.15205868022966
881.0,334.0,-3.0,-7.0,-4.0,-6.0,-3.0,-7.0,-3.0,-5.0,-4.0,-5.0,-4.0,-6.0,-4.0,-5.0,-3.0,-4.0,-3.0,-5.0,-2.0,-5.0,-2.0,-3.0,-38.15531968444115,-70.31480341847012
878.0,327.0,-4.0,-7.0,-3.0,-7.0,-4.0,-6.0,-3.0,-7.0,-3.0,-5.0,-4.0,-5.0,-4.0,-6.0,-4.0,-5.0,-3.0,-4.0,-3.0,-5.0,-2.0,-5.0,-38.509364385932926,-70.12152918035545
874.0,320.0,-2.0,-7.0,-4.0,-7.0,-3.0,-7.0,-4.0,-6.0,-3.0,-7.0,-3.0,-5.0,-4.0,-5.0,-4.0,-6.0,-4.0,-5.0,-3.0,-4.0,-3.0,-5.0,-38.43634432211527,-70.16158090544852
872.0,313.0,-4.0,-8.0,-2.0,-7.0,-4.0,-7.0,-3.0,-7.0,-4.0,-6.0,-3.0,-7.0,-3.0,-5.0,-4.0,-5.0,-4.0,-6.0,-4.0,-5.0,-3.0,-4.0,-39.3433260231953,-69.65703623778838
868.0,305.0,-2.0,-7.0,-4.0,-8.0,-2.0,-7.0,-4.0,-7.0,-3.0,-7.0,-4.0,-6.0,-3.0,-7.0,-3.0,-5.0,-4.0,-5.0,-4.0,-6.0,-4.0,-5.0,-39.61624352078533,-69.50218161541287
866.0,298.0,-4.0,-7.0,-2.0,-7.0,-4.0,-8.0,-2.0,-7.0,-4.0,-7.0,-3.0,-7.0,-4.0,-6.0,-3.0,-7.0,-3.0,-5.0,-4.0,-5.0,-4.0,-6.0,-40.72328765304408,-68.85937730423815
862.0,291.0,-3.0,-7.0,-4.0,-7.0,-2.0,-7.0,-4.0,-8.0,-2.0,-7.0,-4.0,-7.0,-3.0,-7.0,-4.0,-6.0,-3.0,-7.0,-3.0,-5.0,-4.0,-5.0,-40.80612137734434,-68.81032232258066
859.0,284.0,-4.0,-6.0,-3.0,-7.0,-4.0,-7.0,-2.0,-7.0,-4.0,-8.0,-2.0,-7.0,-4.0,-7.0,-3.0,-7.0,-4.0,-6.0,-3.0,-7.0,-3.0,-5.0,-41.54083202790369,-68.36928604592482
855.0,278.0,-4.0,-6.0,-4.0,-6.0,-3.0,-7.0,-4.0,-7.0,-2.0,-7.0,-4.0,-8.0,-2.0,-7.0,-4.0,-7.0,-3.0,-7.0,-4.0,-6.0,-3.0,-7.0,-41.29760386924009,-68.5164791466938
851.0,272.0,-3.0,-5.0,-4.0,-6.0,-4.0,-6.0,-3.0,-7.0,-4.0,-7.0,-2.0,-7.0,-4.0,-8.0,-2.0,-7.0,-4.0,-7.0,-3.0,-7.0,-4.0,-6.0,-40.0,-67.0
848.0,267.0,-3.0,-4.0,-3.0,-5.0,-4.0,-6.0,-4.0,-6.0,-3.0,-7.0,-4.0,-7.0,-2.0,-7.0,-4.0,-8.0,-2.0,-7.0,-4.0,-7.0,-3.0,-7.0,-37.0,-61.99999999999999
845.0,263.0,-2.0,-3.0,-3.0,-4.0,-3.0,-5.0,-4.0,-6.0,-4.0,-6.0,-3.0,-7.0,-4.0,-7.0,-2.0,-7.0,-4.0,-8.0,-2.0,-7.0,-4.0,-7.0,-33.99999999999999,-57.99999999999999
843.0,260.0,-3.0,-3.0,-2.0,-3.0,-3.0,-4.0,-3.0,-5.0,-4.0,-6.0,-4.0,-6.0,-3.0,-7.0,-4.0,-7.0,-2.0,-7.0,-4.0,-8.0,-2.0,-7.0,-31.999999999999996,-55.0
840.0,257.0,-1.0,-2.0,-3.0,-3.0,-2.0,-3.0,-3.0,-4.0,-3.0,-5.0,-4.0,-6.0,-4.0,-6.0,-3.0,-7.0,-4.0,-7.0,-2.0,-7.0,-4.0,-8.0,0.0,0.0
839.0,255.0,-2.0,-3.0,-1.0,-2.0,-3.0,-3.0,-2.0,-3.0,-3.0,-4.0,-3.0,-5.0,-4.0,-6.0,-4.0,-6.0,-3.0,-7.0,-4.0,-7.0,-2.0,-7.0,0.0,0.0
837.0,252.0,-2.0,-3.0,-2.0,-3.0,-1.0,-2.0,-3.0,-3.0,-2.0,-3.0,-3.0,-4.0,-3.0,-5.0,-4.0,-6.0,-4.0,-6.0,-3.0,-7.0,-4.0,-7.0,0.0,0.0
835.0,249.0,-2.0,-4.0,-2.0,-3.0,-2.0,-3.0,-1.0,-2.0,-3.0,-3.0,-2.0,-3.0,-3.0,-4.0,-3.0,-5.0,-4.0,-6.0,-4.0,-6.0,-3.0,-7.0,0.0,0.0
833.0,245.0,-1.0,-3.0,-2.0,-4.0,-2.0,-3.0,-2.0,-3.0,-1.0,-2.0,-3.0,-3.0,-2.0,-3.0,-3.0,-4.0,-3.0,-5.0,-4.0,-6.0,-4.0,-6.0,0.0,0.0
832.0,242.0,-3.0,-5.0,-1.0,-3.0,-2.0,-4.0,-2.0,-3.0,-2.0,-3.0,-1.0,-2.0,-3.0,-3.0,-2.0,-3.0,-3.0,-4.0,-3.0,-5.0,-4.0,-6.0,0.0,0.0
829.0,237.0,-1.0,-3.0,-3.0,-5.0,-1.0,-3.0,-2.0,-4.0,-2.0,-3.0,-2.0,-3.0,-1.0,-2.0,-3.0,-3.0,-2.0,-3.0,-3.0,-4.0,-3.0,-5.0,0.0,0.0
828.0,234.0,-1.0,-4.0,-1.0,-3.0,-3.0,-5.0,-1.0,-3.0,-2.0,-4.0,-2.0,-3.0,-2.0,-3.0,-1.0,-2.0,-3.0,-3.0,-2.0,-3.0,-3.0,-4.0,0.0,0.0
827.0,230.0,-1.0,-4.0,-1.0,-4.0,-1.0,-3.0,-3.0,-5.0,-1.0,-3.0,-2.0,-4.0,-2.0,-3.0,-2.0,-3.0,-1.0,-2.0,-3.0,-3.0,-2.0,-3.0,0.0,0.0
826.0,226.0,-1.0,-3.0,-1.0,-4.0,-1.0,-4.0,-1.0,-3.0,-3.0,-5.0,-1.0,-3.0,-2.0,-4.0,-2.0,-3.0,-2.0,-3.0,-1.0,-2.0,-3.0,-3.0,0.0,0.0
825.0,223.0,-1.0,-3.0,-1.0,-3.0,-1.0,-4.0,-1.0,-4.0,-1.0,-3.0,-3.0,-5.0,-1.0,-3.0,-2.0,-4.0,-2.0,-3.0,-2.0,-3.0,-1.0,-2.0,0.0,0.0
824.0,220.0,-1.0,-3.0,-1.0,-3.0,-1.0,-3.0,-1.0,-4.0,-1.0,-4.0,-1.0,-3.0,-3.0,-5.0,-1.0,-3.0,-2.0,-4.0,-2.0,-3.0,-2.0,-3.0,0.0,0.0
823.0,217.0,-1.0,-2.0,-1.0,-3.0,-1.0,-3.0,-1.0,-3.0,-1.0,-4.0,-1.0,-4.0,-1.0,-3.0,-3.0,-5.0,-1.0,-3.0,-2.0,-4.0,-2.0,-3.0,0.0,0.0
822.0,215.0,-1.0,-3.0,-1.0,-2.0,-1.0,-3.0,-1.0,-3.0,-1.0,-3.0,-1.0,-4.0,-1.0,-4.0,-1.0,-3.0,-3.0,-5.0,-1.0,-3.0,-2.0,-4.0,0.0,0.0
821.0,212.0,-1.0,-2.0,-1.0,-3.0,-1.0,-2.0,-1.0,-3.0,-1.0,-3.0,-1.0,-3.0,-1.0,-4.0,-1.0,-4.0,-1.0,-3.0,-3.0,-5.0,-1.0,-3.0,0.0,0.0
820.0,210.0,-1.0,-2.0,-1.0,-2.0,-1.0,-3.0,-1.0,-2.0,-1.0,-3.0,-1.0,-3.0,-1.0,-3.0,-1.0,-4.0,-1.0,-4.0,-1.0,-3.0,-3.0,-5.0,0.0,0.0
819.0,208.0,-1.0,-2.0,-1.0,-2.0,-1.0,-2.0,-1.0,-3.0,-1.0,-2.0,-1.0,-3.0,-1.0,-3.0,-1.0,-3.0,-1.0,-4.0,-1.0,-4.0,-1.0,-3.0,0.0,0.0
818.0,206.0,-1.0,-2.0,-1.0,-2.0,-1.0,-2.0,-1.0,-2.0,-1.0,-3.0,-1.0,-2.0,-1.0,-3.0,-1.0,-3.0,-1.0,-3.0,-1.0,-4.0,-1.0,-4.0,0.0,0.0
817.0,204.0,-1.0,-1.0,-1.0,-2.0,-1.0,-2.0,-1.0,-2.0,-1.0,-2.0,-1.0,-3.0,-1.0,-2.0,-1.0,-3.0,-1.0,-3.0,-1.0,-3.0,-1.0,-4.0,0.0,0.0
816.0,203.0,0.0,-1.0,-1.0,-1.0,-1.0,-2.0,-1.0,-2.0,-1.0,-2.0,-1.0,-2.0,-1.0,-3.0,-1.0,-2.0,-1.0,-3.0,-1.0,-3.0,-1.0,-3.0,0.0,0.0
816.0,202.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-2.0,-1.0,-2.0,-1.0,-2.0,-1.0,-2.0,-1.0,-3.0,-1.0,-2.0,-1.0,-3.0,-1.0,-3.0,0.0,0.0
815.0,201.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-2.0,-1.0,-2.0,-1.0,-2.0,-1.0,-2.0,-1.0,-3.0,-1.0,-2.0,-1.0,-3.0,0.0,0.0
814.0,200.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-2.0,-1.0,-2.0,-1.0,-2.0,-1.0,-2.0,-1.0,-3.0,-1.0,-2.0,0.0,0.0
813.0,199.0,-2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-2.0,-1.0,-2.0,-1.0,-2.0,-1.0,-2.0,-1.0,-3.0,0.0,0.0
811.0,198.0,0.0,0.0,-2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-2.0,-1.0,-2.0,-1.0,-2.0,-1.0,-2.0,0.0,0.0
811.0,198.0,0.0,0.0,0.0,0.0,-2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-2.0,-1.0,-2.0,-1.0,-2.0,0.0,0.0
811.0,198.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-2.0,-1.0,-2.0,0.0,0.0
811.0,198.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-2.0,18.840407155838676,77.74984924874275
810.0,199.0,1.0,2.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,18.9962472381592,77.7119205197422
811.0,201.0,3.0,3.0,1.0,2.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,18.931939783498862,77.72761192802706
814.0,204.0,4.0,3.0,3.0,3.0,1.0,2.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,18.644469684433474,77.79706774799575
818.0,207.0,2.0,2.0,4.0,3.0,3.0,3.0,1.0,2.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,-1.0,-1.0,-1.0,-1.0,-1.0,18.225310900826408,77.89632881316179
820.0,209.0,3.0,2.0,2.0,2.0,4.0,3.0,3.0,3.0,1.0,2.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,-1.0,-1.0,-1.0,18.028357547048188,77.94214728987001
823.0,211.0,2.0,2.0,3.0,2.0,2.0,2.0,4.0,3.0,3.0,3.0,1.0,2.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,-1.0,17.70026237936861,78.01731033367857
825.0,213.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,4.0,3.0,3.0,3.0,1.0,2.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,17.499160901461487,78.06266308386336
827.0,215.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,4.0,3.0,3.0,3.0,1.0,2.0,-1.0,1.0,0.0,0.0,0.0,0.0,17.296293016306272,78.10786290697035
828.0,216.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,4.0,3.0,3.0,3.0,1.0,2.0,-1.0,1.0,0.0,0.0,17.194190706695778,78.1304025712256
829.0,217.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,4.0,3.0,3.0,3.0,1.0,2.0,-1.0,1.0,17.091639613771438,78.15290049200323
831.0,219.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,4.0,3.0,3.0,3.0,1.0,2.0,16.885181389055035,78.19776626898437
832.0,221.0,0.0,4.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,4.0,3.0,3.0,3.0,16.809761359337386,78.21401359757807
832.0,225.0,1.0,7.0,0.0,4.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,4.0,3.0,16.924680577154472,78.18922679858966
833.0,232.0,2.0,8.0,1.0,7.0,0.0,4.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,16.994371546483496,78.17410911382407
835.0,240.0,2.0,13.0,2.0,8.0,1.0,7.0,0.0,4.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,16.958570298355195,78.18188340936629
837.0,253.0,2.0,16.0,2.0,13.0,2.0,8.0,1.0,7.0,0.0,4.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,17.073801753867638,78.15679940779066
839.0,269.0,2.0,18.0,2.0,16.0,2.0,13.0,2.0,8.0,1.0,7.0,0.0,4.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,17.290194737167976,78.10921306703077
841.0,287.0,3.0,19.0,2.0,18.0,2.0,16.0,2.0,13.0,2.0,8.0,1.0,7.0,0.0,4.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,17.58713037972347,78.04289106002294
844.0,306.0,2.0,21.0,3.0,19.0,2.0,18.0,2.0,16.0,2.0,13.0,2.0,8.0,1.0,7.0,0.0,4.0,1.0,2.0,2.0,2.0,1.0,1.0,17.786105751330627,77.99778485445907
846.0,327.0,4.0,22.0,2.0,21.0,3.0,19.0,2.0,18.0,2.0,16.0,2.0,13.0,2.0,8.0,1.0,7.0,0.0,4.0,1.0,2.0,2.0,2.0,18.2376336481161,77.89344464662673
850.0,349.0,3.0,22.0,4.0,22.0,2.0,21.0,3.0,19.0,2.0,18.0,2.0,16.0,2.0,13.0,2.0,8.0,1.0,7.0,0.0,4.0,1.0,2.0,18.432851355868937,77.84747902721347
853.0,371.0,3.0,19.0,3.0,22.0,4.0,22.0,2.0,21.0,3.0,19.0,2.0,18.0,2.0,16.0,2.0,13.0,2.0,8.0,1.0,7.0,0.0,4.0,18.826448063169863,77.75323050089153
856.0,390.0,3.0,21.0,3.0,19.0,3.0,22.0,4.0,22.0,2.0,21.0,3.0,19.0,2.0,18.0,2.0,16.0,2.0,13.0,2.0,8.0,1.0,7.0,19.12438367842466,77.68048628143625
859.0,411.0,4.0,18.0,3.0,21.0,3.0,19.0,3.0,22.0,4.0,22.0,2.0,21.0,3.0,19.0,2.0,18.0,2.0,16.0,2.0,13.0,2.0,8.0,19.549620955885693,77.5745597504826
863.0,429.0,5.0,16.0,4.0,18.0,3.0,21.0,3.0,19.0,3.0,22.0,4.0,22.0,2.0,21.0,3.0,19.0,2.0,18.0,2.0,16.0,2.0,13.0,19.65973361506891,77.54672703721627
868.0,445.0,6.0,14.0,5.0,16.0,4.0,18.0,3.0,21.0,3.0,19.0,3.0,22.0,4.0,22.0,2.0,21.0,3.0,19.0,2.0,18.0,2.0,16.0,19.456704721088784,77.5979164758717
874.0,459.0,5.0,11.0,6.0,14.0,5.0,16.0,4.0,18.0,3.0,21.0,3.0,19.0,3.0,22.0,4.0,22.0,2.0,21.0,3.0,19.0,2.0,18.0,18.89591921937622,77.7363765354085
879.0,470.0,5.0,10.0,5.0,11.0,6.0,14.0,5.0,16.0,4.0,18.0,3.0,21.0,3.0,19.0,3.0,22.0,4.0,22.0,2.0,21.0,3.0,19.0,18.350789621833503,77.86686407102323
884.0,480.0,4.0,8.0,5.0,10.0,5.0,11.0,6.0,14.0,5.0,16.0,4.0,18.0,3.0,21.0,3.0,19.0,3.0,22.0,4.0,22.0,2.0,21.0,17.707503402647916,78.01566716528939
888.0,488.0,3.0,7.0,4.0,8.0,5.0,10.0,5.0,11.0,6.0,14.0,5.0,16.0,4.0,18.0,3.0,21.0,3.0,19.0,3.0,22.0,4.0,22.0,17.158726097669557,78.13819884477216
891.0,495.0,2.0,5.0,3.0,7.0,4.0,8.0,5.0,10.0,5.0,11.0,6.0,14.0,5.0,16.0,4.0,18.0,3.0,21.0,3.0,19.0,3.0,22.0,16.780810607571073,78.22023009012969
893.0,500.0,2.0,4.0,2.0,5.0,3.0,7.0,4.0,8.0,5.0,10.0,5.0,11.0,6.0,14.0,5.0,16.0,4.0,18.0,3.0,21.0,3.0,19.0,16.53639427864192,78.27226625223841
895.0,504.0,1.0,4.0,2.0,4.0,2.0,5.0,3.0,7.0,4.0,8.0,5.0,10.0,5.0,11.0,6.0,14.0,5.0,16.0,4.0,18.0,3.0,21.0,16.226950665175046,78.33700321118988
896.0,508.0,1.0,4.0,1.0,4.0,2.0,4.0,2.0,5.0,3.0,7.0,4.0,8.0,5.0,10.0,5.0,11.0,6.0,14.0,5.0,16.0,4.0,18.0,16.180287380535418,78.34665468469784
897.0,512.0,2.0,5.0,1.0,4.0,1.0,4.0,2.0,4.0,2.0,5.0,3.0,7.0,4.0,8.0,5.0,10.0,5.0,11.0,6.0,14.0,5.0,16.0,16.132233653638973,78.35656346053213
899.0,517.0,1.0,5.0,2.0,5.0,1.0,4.0,1.0,4.0,2.0,4.0,2.0,5.0,3.0,7.0,4.0,8.0,5.0,10.0,5.0,11.0,6.0,14.0,15.858684608173402,78.41238500707962
900.0,522.0,2.0,6.0,1.0,5.0,2.0,5.0,1.0,4.0,1.0,4.0,2.0,4.0,2.0,5.0,3.0,7.0,4.0,8.0,5.0,10.0,5.0,11.0,15.861915164297892,78.4117315669066
902.0,528.0,1.0,6.0,2.0,6.0,1.0,5.0,2.0,5.0,1.0,4.0,1.0,4.0,2.0,4.0,2.0,5.0,3.0,7.0,4.0,8.0,5.0,10.0,15.630348417583273,78.45821950786898
903.0,534.0,2.0,7.0,1.0,6.0,2.0,6.0,1.0,5.0,2.0,5.0,1.0,4.0,1.0,4.0,2.0,4.0,2.0,5.0,3.0,7.0,4.0,8.0,15.689290811054718,78.4464540552736
905.0,541.0,1.0,6.0,2.0,7.0,1.0,6.0,2.0,6.0,1.0,5.0,2.0,5.0,1.0,4.0,1.0,4.0,2.0,4.0,2.0,5.0,3.0,7.0,15.502913457039195,78.48349937626095
906.0,547.0,1.0,6.0,1.0,6.0,2.0,7.0,1.0,6.0,2.0,6.0,1.0,5.0,2.0,5.0,1.0,4.0,1.0,4.0,2.0,4.0,2.0,5.0,15.5619221657994,78.47182028286079
907.0,553.0,0.0,4.0,1.0,6.0,1.0,6.0,2.0,7.0,1.0,6.0,2.0,6.0,1.0,5.0,2.0,5.0,1.0,4.0,1.0,4.0,2.0,4.0,15.623967781395905,78.45949038048809
907.0,557.0,0.0,5.0,0.0,4.0,1.0,6.0,1.0,6.0,2.0,7.0,1.0,6.0,2.0,6.0,1.0,5.0,2.0,5.0,1.0,4.0,1.0,4.0,15.888510812570766,78.40634683594703
907.0,562.0,0.0,5.0,0.0,5.0,0.0,4.0,1.0,6.0,1.0,6.0,2.0,7.0,1.0,6.0,2.0,6.0,1.0,5.0,2.0,5.0,1.0,4.0,16.231784163197304,78.33600183108261
907.0,567.0,1.0,6.0,0.0,5.0,0.0,5.0,0.0,4.0,1.0,6.0,1.0,6.0,2.0,7.0,1.0,6.0,2.0,6.0,1.0,5.0,2.0,5.0,16.58987831767504,78.26094771598882
908.0,573.0,1.0,7.0,1.0,6.0,0.0,5.0,0.0,5.0,0.0,4.0,1.0,6.0,1.0,6.0,2.0,7.0,1.0,6.0,2.0,6.0,1.0,5.0,16.68634882467654,78.24043560014998
909.0,580.0,1.0,9.0,1.0,7.0,1.0,6.0,0.0,5.0,0.0,5.0,0.0,4.0,1.0,6.0,1.0,6.0,2.0,7.0,1.0,6.0,2.0,6.0,16.867029780244096,78.2016835265863
910.0,589.0,3.0,9.0,1.0,9.0,1.0,7.0,1.0,6.0,0.0,5.0,0.0,5.0,0.0,4.0,1.0,6.0,1.0,6.0,2.0,7.0,1.0,6.0,17.227154168589692,78.1231409970928
913.0,598.0,2.0,10.0,3.0,9.0,1.0,9.0,1.0,7.0,1.0,6.0,0.0,5.0,0.0,5.0,0.0,4.0,1.0,6.0,1.0,6.0,2.0,7.0,16.819755893237588,78.21186490355475
915.0,608.0,2.0,9.0,2.0,10.0,3.0,9.0,1.0,9.0,1.0,7.0,1.0,6.0,0.0,5.0,0.0,5.0,0.0,4.0,1.0,6.0,1.0,6.0,16.883678680870762,78.198090732454
917.0,617.0,2.0,9.0,2.0,9.0,2.0,10.0,3.0,9.0,1.0,9.0,1.0,7.0,1.0,6.0,0.0,5.0,0.0,5.0,0.0,4.0,1.0,6.0,16.858255783919823,78.20357544207256
919.0,626.0,0.0,7.0,2.0,9.0,2.0,9.0,2.0,10.0,3.0,9.0,1.0,9.0,1.0,7.0,1.0,6.0,0.0,5.0,0.0,5.0,0.0,4.0,16.829930313714065,78.20967616373008
919.0,633.0,1.0,6.0,0.0,7.0,2.0,9.0,2.0,9.0,2.0,10.0,3.0,9.0,1.0,9.0,1.0,7.0,1.0,6.0,0.0,5.0,0.0,5.0,17.573274285440508,78.04601226769165
920.0,639.0,0.0,4.0,1.0,6.0,0.0,7.0,2.0,9.0,2.0,9.0,2.0,10.0,3.0,9.0,1.0,9.0,1.0,7.0,1.0,6.0,0.0,5.0,17.75293954873288,78.00534044140205
920.0,643.0,0.0,6.0,0.0,4.0,1.0,6.0,0.0,7.0,2.0,9.0,2.0,9.0,2.0,10.0,3.0,9.0,1.0,9.0,1.0,7.0,1.0,6.0,18.230757390230924,77.89505430371392
920.0,649.0,0.0,5.0,0.0,6.0,0.0,4.0,1.0,6.0,0.0,7.0,2.0,9.0,2.0,9.0,2.0,10.0,3.0,9.0,1.0,9.0,1.0,7.0,18.9962472381592,77.7119205197422
920.0,654.0,1.0,6.0,0.0,5.0,0.0,6.0,0.0,4.0,1.0,6.0,0.0,7.0,2.0,9.0,2.0,9.0,2.0,10.0,3.0,9.0,1.0,9.0,19.683413497488523,77.54071983859117
921.0,660.0,1.0,6.0,1.0,6.0,0.0,5.0,0.0,6.0,0.0,4.0,1.0,6.0,0.0,7.0,2.0,9.0,2.0,9.0,2.0,10.0,3.0,9.0,19.990241521741574,77.46218589674861
922.0,666.0,2.0,9.0,1.0,6.0,1.0,6.0,0.0,5.0,0.0,6.0,0.0,4.0,1.0,6.0,0.0,7.0,2.0,9.0,2.0,9.0,2.0,10.0,20.327186010326695,77.37444997479193
924.0,675.0,1.0,8.0,2.0,9.0,1.0,6.0,1.0,6.0,0.0,5.0,0.0,6.0,0.0,4.0,1.0,6.0,0.0,7.0,2.0,9.0,2.0,9.0,20.56886317639174,77.31055469747243
925.0,683.0,2.0,9.0,1.0,8.0,2.0,9.0,1.0,6.0,1.0,6.0,0.0,5.0,0.0,6.0,0.0,4.0,1.0,6.0,0.0,7.0,2.0,9.0,21.372138883063613,77.09235811390802
927.0,692.0,2.0,10.0,2.0,9.0,1.0,8.0,2.0,9.0,1.0,6.0,1.0,6.0,0.0,5.0,0.0,6.0,0.0,4.0,1.0,6.0,0.0,7.0,21.756560418075807,76.98475224857593
929.0,702.0,3.0,10.0,2.0,10.0,2.0,9.0,1.0,8.0,2.0,9.0,1.0,6.0,1.0,6.0,0.0,5.0,0.0,6.0,0.0,4.0,1.0,6.0,22.47190026165707,76.77899256066165
932.0,712.0,3.0,8.0,3.0,10.0,2.0,10.0,2.0,9.0,1.0,8.0,2.0,9.0,1.0,6.0,1.0,6.0,0.0,5.0,0.0,6.0,0.0,4.0,21.000000000000004,72.0
935.0,720.0,2.0,8.0,3.0,8.0,3.0,10.0,2.0,10.0,2.0,9.0,1.0,8.0,2.0,9.0,1.0,6.0,1.0,6.0,0.0,5.0,0.0,6.0,18.0,64.0
937.0,728.0,1.0,7.0,2.0,8.0,3.0,8.0,3.0,10.0,2.0,10.0,2.0,9.0,1.0,8.0,2.0,9.0,1.0,6.0,1.0,6.0,0.0,5.0,0.0,0.0
938.0,735.0,1.0,6.0,1.0,7.0,2.0,8.0,3.0,8.0,3.0,10.0,2.0,10.0,2.0,9.0,1.0,8.0,2.0,9.0,1.0,6.0,1.0,6.0,0.0,0.0
939.0,741.0,1.0,6.0,1.0,6.0,1.0,7.0,2.0,8.0,3.0,8.0,3.0,10.0,2.0,10.0,2.0,9.0,1.0,8.0,2.0,9.0,1.0,6.0,0.0,0.0
940.0,747.0,1.0,5.0,1.0,6.0,1.0,6.0,1.0,7.0,2.0,8.0,3.0,8.0,3.0,10.0,2.0,10.0,2.0,9.0,1.0,8.0,2.0,9.0,0.0,0.0
941.0,752.0,1.0,4.0,1.0,5.0,1.0,6.0,1.0,6.0,1.0,7.0,2.0,8.0,3.0,8.0,3.0,10.0,2.0,10.0,2.0,9.0,1.0,8.0,0.0,0.0
942.0,756.0,1.0,4.0,1.0,4.0,1.0,5.0,1.0,6.0,1.0,6.0,1.0,7.0,2.0,8.0,3.0,8.0,3.0,10.0,2.0,10.0,2.0,9.0,0.0,0.0
